点赞,特色,耗时,实体类型,经度,课程时长,价格,门票价格,entity_name,名称,产地,来源详情,赞同,文化项目,游玩建议,数据质量,来源数量,天数,交通,适合年龄,收费,贴士,行政区,房型,内容摘要,内容,所属店铺,预约方式,主题,线路名,保护级别,来源平台,时间,分类,地址,标签,适宜季节,entity_id,热度分数,关联内容数,景点,简介,来源,内容分类,开放时间,数据来源,推荐路线,纬度,标题,评论数,信任等级,摘要,推荐游览顺序,来源URL,来源列表,门票数值,评分,最佳季节,图片URL,游玩时长(分钟)
,,,,,2小时,,,嵊州竹编工艺馆,,,,,,指尖上的非遗——竹编体验课,,,,,8岁以上,80元/人,学习基础竹编技法；每人编织一个小篮子带走；老师是国家级非遗传承人弟子,,,,,,提前3天预约,,,,comprehensive,,,,研学|非遗|手工|亲子,,美食0184,,,嵊州竹编工艺馆,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:zhubian,,,,,,
,,,,,2.5小时,,,越窑青瓷工作室,,,,,,泥与火的艺术——青瓷制作体验,,,,,8岁以上,120元/人,学习拉坯和修坯；作品烧制后邮寄到家(另收费)；了解越窑千年历史,,,,,,提前3天预约,,,,comprehensive,,,,研学|非遗|手工|亲子|上虞,,美食0185,,,上虞越窑青瓷工作室,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:yueyao,,,,,,
,,,,,2小时,,,绍兴博物馆,,,,,,穿越2500年——越文化探索之旅,,,,,8-18岁,免费,专业讲解员带队；有互动问答和寻宝游戏；适合学校组织研学,,,,,,提前1周预约团体,,,,comprehensive,,,,研学|历史文化|越国|文博,,展馆0119,,,绍兴博物馆,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:museum,,,,,,
,,,,,2小时,,,书圣故里,,,,,,跟着王羲之学书法,,,,,6-15岁,60元/人,走访题扇桥、躲婆弄听典故；在戒珠寺前临摹王羲之书法；完成一幅作品带回家,,,,,,提前1天预约,,,,comprehensive,,,,研学|书法|亲子|传统文化,,景点0011,,,书圣故里,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:shusheng,,,,,,
,,,,,3小时,,,,,,,,,鲁迅笔下的乡村——社戏与童年,,,,,6-15岁,50元/人,看社戏表演；体验钓虾摘豆(鲁迅童年同款)；了解鲁迅笔下的乡村生活,,,,,,提前3天预约,,,,comprehensive,,,,研学|亲子|鲁迅文化|乡村,,,,,孙端镇安桥头村,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:luxunwaipo,,,,,,
,,,,,2小时,,,中华孝德园,,,,,,百善孝为先——孝德文化体验,,,,,6-15岁,免费,了解二十四孝故事；有互动剧场体验孝道；适合学校德育研学,,,,,,提前1周预约,,,,comprehensive,,,,研学|亲子|孝文化|上虞,,景点0023,,,中华孝德园,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:xiaode,,,,,,
,,,,,1.5小时,,,秋瑾故居,,,,,,鉴湖女侠——革命精神教育,,,,,10-18岁,免费,了解秋瑾生平事迹；有互动问答环节；可与大通学堂串联研学,,,,,,提前3天预约,,,,comprehensive,,,,研学|红色教育|历史|亲子,,景点0014,,,秋瑾故居,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:qiujin,,,,,,
,,,,,1.5小时,,,周恩来祖居,,,,,,人民的总理——周恩来精神学习,,,,,10-18岁,免费,了解周恩来与绍兴的渊源；观摩周恩来1939年回绍兴演讲资料；适合中小学生研学,,,,,,提前3天预约,,,,comprehensive,,,,研学|红色教育|历史,,景点0015,,,周恩来祖居,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:zhouenlai,,,,,,
,,,,,2.5小时,,,绍兴科技馆,,,,,,未来科学家——科技探索之旅,,,,,6-15岁,免费(需预约),有机器人互动体验；4D影院科普影片；VR太空探索体验,,,,,,提前1周预约团体,,,,comprehensive,,,,研学|亲子|科技|科普,,展馆0121,,,绍兴科技馆,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:science,,,,,,
,,,,,1.5小时,,,绍兴博物馆,,,,,,小小气象员——气象科学体验,,,,,8-15岁,免费,了解竺可桢与气象科学；体验天气预报播报；操作古代气象仪器模型,,,,,,提前1周预约,,,,comprehensive,,,,研学|亲子|气象|科普,,展馆0119,,,绍兴气象博物馆,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:qixiang,,,,,,
,,,,,4小时,,,会稽山兜率天景区,,,,,,山林探险家——自然生态研学,,,,,8-18岁,100元/人(含门票),植物识别和标本制作；地质知识讲解；登山+自然笔记,,,,,,提前1周预约,,,,comprehensive,,,,研学|自然|登山|户外,,景点0026,,,会稽山兜率天景区,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:kuaiji,,,,,,
,,,,,3小时,,,绍兴非遗馆,,,,,,非遗传承人一日体验,,,,,10岁以上,60元/人,了解绍兴26项国家级非遗；体验3-4项非遗手作(剪纸/面塑/扇艺等)；作品可带走,,,,,,提前1周预约,,,,comprehensive,,,,研学|非遗|手工艺|亲子,,景点0046,,,绍兴非遗馆,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:feiyi,,,,,,
,,,,,2小时,,,五泄风景区,,,,,,水乡绍兴——水利与水文化,,,,,10-18岁,80元/人(含门票+船票),了解采石场到山水园林的变迁；乘乌篷船了解水乡交通；学习浙东运河与绍兴水利,,,,,,提前3天预约,,,,comprehensive,,,,研学|水利|历史|户外,,景点0009,,,东湖风景区,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:donghu,,,,,,
,,,,,2小时,,,古纤道,,,,,,千年运河——大运河文化探索,,,,,10-18岁,免费,走古纤道了解纤夫文化；学习大运河与绍兴的关系；适合学校历史地理研学,,,,,,提前3天预约,,,,comprehensive,,,,研学|运河|历史|户外,,景点0030,,,柯桥鉴湖古纤道,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:guqiandao,,,,,,
,,,,,2小时,,,绍兴铜雕工作室,,,,,,金属上的艺术——铜雕体验,,,,,12岁以上,100元/人,学习铜雕基础技法；每人完成一块铜雕书签；老师是省级非遗传承人,,,,,,提前3天预约,,,,comprehensive,,,,研学|非遗|手工|金属工艺,,美食0190,,,绍兴铜雕工作室,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:tongdiao,,,,,,
,,,,,2天,,,,,,,,,绍兴文化亲子研学二日营,,,,,6-15岁,688元/家庭(2大1小),D1:鲁迅故里私塾体验+黄酒博物馆DIY D2:兰亭书法研学+安昌酱园探秘 含住宿1晚+2午餐,,,,,,提前1周预约,,,,comprehensive,,,,研学|亲子|套餐|多日,,,,,越城区+柯桥区,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:family2day,,,,,,
,,,,,1-2天,,,,,,,,,绍兴文化团建——凝心聚力之旅,,,,,成人团建,300-800元/人,可选项目:兰亭书法比赛/安昌古镇定向越野/覆卮山徒步/黄酒品鉴大赛/非遗手作PK,,,,,,提前2周预约,,,,comprehensive,,,,团建|企业|文化体验|户外,,,,,绍兴全境,,,attraction_review,,comprehensive,,,,,3,,,comprehensive:study:teambuilding,,,,,,
,,,,,,,,百丈飞瀑,,,,,,,,,,,,,,,,东湖水洞（洞内温差约10℃）、百丈飞瀑峡谷、五泄风景区、新昌大佛寺山林。,,,,绍兴避暑胜地推荐,,,,每年7-8月,,,,,景点0024,,,东湖/百丈飞瀑/五泄/新昌大佛寺,,,,,comprehensive,,,,,3,,,comprehensive:event:summer_cool,,,,,,
,,,,,,,,中国黄酒博物馆,,,,,,,,,,,,,,,,黄酒博物馆→古越龙山体验馆→安昌仁昌酱园→咸亨酒店品酒。了解七千年黄酒文化。,,,,绍兴黄酒文化体验,,,,全年（11月黄酒节最热）,,,,,展馆0120,,,黄酒博物馆/安昌古镇,,,,,comprehensive,,,,,3,,,comprehensive:event:huangjiu_tour,,,,,,
,,,,,,,,中华孝德园,,,,,,,,,,,,,,,,鲁迅故里（三味书屋私塾体验）→科技馆→乔波冰雪世界→中华孝德园。寓教于乐。,,,,绍兴亲子周末游,,,,全年,,,,,景点0023,,,鲁迅故里/乔波冰雪世界/中华孝德园,,,,,comprehensive,,,,,3,,,comprehensive:event:family_weekend,,,,,,
,,,,,,,,仓桥直街,,,,,,,,,,,,,,,,八字桥（古桥水乡经典画面）、仓桥直街（红灯笼夜景）、覆卮山梯田（春季油菜花）、东湖乌篷船。,,,,绍兴摄影打卡地,,,,全年,,,,,景点0012,,,八字桥/仓桥直街/覆卮山/东湖,,,,,comprehensive,,,,,3,,,comprehensive:event:photo_spots,,,,,,
,,,,,,,,书圣故里,,,,,,,,,,,,,,,,安昌扯白糖（观看制作）、黄酒博物馆（酿造体验）、书圣故里（书法体验）、嵊州竹编（手工艺体验）。,,,,绍兴非遗体验之旅,,,,全年,,,,,景点0011,,,安昌古镇/黄酒博物馆/书圣故里,,,,,comprehensive,,,,,3,,,comprehensive:event:ich_experience,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,国庆期间绍兴各景区人流量大，建议提前预约。推荐错峰游：鲁迅故里（早8:30）、仓桥直街（晚上）。安昌古镇国庆客流较大建议工作日去。,,,,绍兴国庆黄金周推荐,,,,每年10月1-7日,,,,,,,,全市,,,,,comprehensive,,,,,3,,,comprehensive:event:golden_week,,,,,,
,深度体验绍兴人文历史，景点集中在越城区步行可达,,,,,,,沈园,,,,,,,,,1天,,,,,,,,,,,,绍兴古城文化一日游,,,,,,,,景点0002,,,鲁迅故里→沈园→书圣故里→仓桥直街,,,,,comprehensive,,,,,4,,,comprehensive:route:culture1day,,,,,,
,节奏轻松，兼顾趣味和教育，适合带小朋友,,,,,,,,,,,,,,,,2天,,,,,,,,,,,,绍兴亲子二日游,,,,,,,,,,,D1:鲁迅故里(三味书屋体验)→黄酒博物馆  D2:柯岩(坐船)→鲁镇(社戏)→安昌(扯白糖),,,,,comprehensive,,,,,2,,,comprehensive:route:family2day,,,,,,
,上虞精华:梯田风光+孝文化体验，春季油菜花季最佳,,,,,,,覆卮山,,,,,,,,,1天,,,,,,,,,,,,绍兴上虞一日游,,,,,,,,景点0021,,,覆卮山千年梯田→曹娥庙→中华孝德园,,,,,comprehensive,,,,,3,,,comprehensive:route:shangyu1day,,,,,,
,,1天,,,,,,,,,{'mafengwo': 1},,,以吃为主题，串联绍兴最地道的美味,,1,,,,,少量多餐，每样尝一点；黄酒棒冰随手可买，边走边吃,,,,,,,,,,,,,,,,,,,绍兴美食一日游,,mafengwo_static,travel_route,,mafengwo,同心楼(早餐生煎)→鲁迅故里(王老汉臭豆腐)→咸亨酒店(午餐)→高老太奶油小攀(甜品)→寻宝记(晚餐)→绘璟轩(黄酒奶茶收尾),,,,2,,,mafengwo_static:foodroute,,,,,,
,,2天,,,,,,,,,{'mafengwo': 1},,,适合带小朋友，节奏轻松，兼顾趣味和教育,,1,,,,,三味书屋有私塾体验课；百草园可以认植物；扯白糖观看+品尝孩子都喜欢,,,,,,,,,,,,,,,,,,,绍兴亲子2日游,,mafengwo_static,travel_route,,mafengwo,D1:鲁迅故里(三味书屋体验)→百草园→黄酒博物馆 | D2:柯岩(坐船)→鲁镇(社戏)→安昌(扯白糖体验),,,,2,,,mafengwo_static:familyroute,,,,,,
,深度体验绍兴人文历史,,,,,,,沈园,,,{'wenglv': 1},,,,,1,,,,,,,,,,,,,绍兴古城文化一日游,,,,,,,,景点0002,,,鲁迅故里→沈园→书圣故里→仓桥直街,,ct.zj.gov.cn_static,travel_route,,wenglv,,,,,4,,,,,,,,,
,水乡风情与自然山水结合,,,,,,,,,,{'wenglv': 1},,,,,1,,,,,,,,,,,,,绍兴水乡古镇二日游,,,,,,,,,,,D1:柯岩+鉴湖+鲁镇 / D2:安昌古镇+东湖,,ct.zj.gov.cn_static,travel_route,,wenglv,,,,,4,,,,,,,,,
,追寻王羲之徐渭书法足迹,,,,,,,兰亭景区,,,{'wenglv': 1},,,,,1,,,,,,,,,,,,,绍兴书法朝圣之旅,,,,,,,,景点0004,,,兰亭景区→书圣故里→青藤书屋→绍兴博物馆,,ct.zj.gov.cn_static,travel_route,,wenglv,,,,,4,,,,,,,,,
,水乡风情与自然山水完美结合,,,,,,,,,,,,,,,,2天,,,,,,,,,,,,绍兴水乡古镇二日游,,,,,,,,,,,D1:柯岩风景区→鉴湖→鲁镇  D2:安昌古镇→东湖,,,,,comprehensive,,,,,4,,,comprehensive:route:water2day,,,,,,
,追寻王羲之、徐渭书法足迹，书法爱好者必走线路,,,,,,,兰亭景区,,,,,,,,,1天,,,,,,,,,,,,绍兴书法朝圣之旅,,,,,,,,景点0004,,,兰亭景区→书圣故里→青藤书屋→绍兴博物馆,,,,,comprehensive,,,,,4,,,comprehensive:route:calligraphy,,,,,,
,市区精华+柯岩鉴湖+东湖兰亭，节奏适中,,,,,,,沈园,,,,,,,,,3天,,,,,,,,,,,,绍兴三日深度游,,,,,,,,景点0002,,,D1:鲁迅故里→沈园→书圣故里(晚)  D2:柯岩风景区(全天)→仓桥直街(晚)  D3:东湖→兰亭→安昌古镇,,,,,comprehensive,,,,,3,,,comprehensive:route:3day_deep,,,,,,
,覆盖新昌嵊州主要景点，适合自驾,,,,,,,穿岩十九峰,,,,,,,,,3天,,,,,,,,,,,,绍兴新昌嵊州三日游,,,,,,,,景点0010,,,D1:新昌大佛寺→穿岩十九峰  D2:天姥山→嵊州崇仁古镇  D3:百丈飞瀑→越剧小镇,,,,,comprehensive,,,,,3,,,comprehensive:route:xinchang_shengzhou,,,,,,
,节奏轻松，兼顾趣味和教育，适合带小朋友,,,,,,,,,,,,,,,,2天,,,,,,,,,,,,绍兴亲子二日游,,,,,,,,,,,D1:鲁迅故里(三味书屋体验)→黄酒博物馆  D2:柯岩(坐船)→鲁镇(社戏)→安昌(扯白糖),,,,,comprehensive,,,,,2,,,comprehensive:route:family2day,,,,,,
,诸暨精华:上午登山观瀑、下午寻访西施故里,,,,,,,五泄风景区,,,,,,,,,1天,,,,,,,,,,,,绍兴诸暨一日游,,,,,,,,景点0009,,,五泄风景区→西施故里,,,,,comprehensive,,,,,3,,,comprehensive:route:zhuji1day,,,,,,
,覆盖绍兴全境主要景点，时间充裕节奏舒适,,,,,,,沈园,,,,,,,,,5天,,,,,,,,,,,,绍兴五日全景游,,,,,,,,景点0002,,,D1:鲁迅故里+沈园+仓桥直街  D2:柯岩+鉴湖+鲁镇  D3:兰亭+东湖+书圣故里  D4:新昌大佛寺+穿岩十九峰  D5:安昌古镇+黄酒博物馆,,,,,comprehensive,,,,,3,,,comprehensive:route:5day_full,,,,,,
,,,,,,,,,,,{'local_news': 1},,,,,1,,,,,,,,,第40届兰亭书法节将于2026年农历三月初三在兰亭景区举行，届时将举办书法展览、曲水流觞等活动。,,,,,,,,,,,,,,,,,sxnews_static,seasonal_event,,local_news,,,2026绍兴兰亭书法节即将举办,,2,,,,,,,,,
,,,,,,,,,,,{'local_news': 1},,,,,1,,,,,,,,,2026年安昌腊月风情节期间，安昌古镇接待游客超50万人次，创历史新高。,,,,,,,,,,,,,,,,,sxnews_static,seasonal_event,,local_news,,,安昌古镇腊月风情节吸引游客超50万人次,,2,,,,,,,,,
,,,,,,,,,,,{'weixin': 1},,,,,1,,,,,,,,宛委山樱花、吼山桃花、镜湖湿地油菜花、兰亭竹林,,,,,,,,每年3-4月,,,,,,,,,,,seasonal_event,,weixin,,,绍兴春季赏花指南,,1,,,,,,,,,
,,,,,,,,,,,{'weixin': 1},,,,,1,,,,,,,,大香林桂花、会稽山红叶、鉴湖桂花节、天姥山秋色,,,,,,,,每年10-11月,,,,,,,,,,,seasonal_event,,weixin,,,绍兴秋季最佳旅游时间,,1,,,,,,,,,
,,,,,,,,绍兴特产·安昌腊肠,,,{'weixin': 1},,,,,1,,,,,,,,安昌古镇腊味飘香、传统年俗体验、酱园开缸,,,,,,,,每年腊月(12月-1月),,,,,美食0159,,,,,,seasonal_event,,weixin,,,绍兴年味·安昌腊月风情节,,1,,,,,,,,,
,,,,,,,,绍兴鲁迅故里开元曼居,,,,,,,,,,,,,,,,鲁迅文化周期间举办文学讲座、主题展览、研学活动等，是鲁迅故里最热闹的时节。,,,,鲁迅文化周,,,comprehensive,每年4月下旬,,,,,景点0001,,,鲁迅故里,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:鲁迅故里,,,,,,
,,,,,,,,沈园,,,,,,,,,,,,,,,,沈园梅花盛开，红梅白梅与宋代园林相映成趣，是绍兴春日赏梅胜地。,,,,沈园梅花节,,,comprehensive,每年2-3月,,,,,景点0002,,,沈园,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:沈园,,,,,,
,,,,,,,,绍兴东湖·湖光山色民宿,,,,,,,,,,,,,,,,夏季东湖荷花满湖，乌篷船穿行荷间，水洞内外温差约10℃为天然避暑胜地。,,,,东湖荷花节,,,comprehensive,每年6-8月,,,,,景点0003,,,东湖,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:东湖,,,,,,
,,,,,,,,兰亭景区,,,,,,,,,,,,,,,,第40届兰亭书法节将举办书法展览、曲水流觞、现场挥毫等活动，是海内外书法爱好者的年度盛会。,,,,兰亭书法节,,,comprehensive,每年农历三月初三,,,,,景点0004,,,兰亭景区,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:兰亭景区,,,,,,
,,,,,,,,绍兴柯岩风景区,,,,,,,,,,,,,,,,鉴湖畔桂花飘香，可乘乌篷船赏桂。桂花糕、桂花酒等时令美食集中呈现。,,,,鉴湖桂花节,,,comprehensive,每年9-10月,,,,,景点0005,,,绍兴柯岩风景区,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:绍兴柯岩风景区,,,,,,
,,,,,,,,安昌古镇·水岸客栈,,,,,,,,,,,,,,,,安昌古镇腊味飘香、传统年俗体验、酱园开缸、水上婚礼表演，年味最浓。,,,,安昌腊月风情节,,,comprehensive,每年腊月（12月-1月）,,,,,景点0006,,,安昌古镇,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:安昌古镇,,,,,,
,,,,,,,,大禹陵,,,,,,,,,,,,,,,,国家级非遗，每年清明节举行公祭大禹陵典礼，仪仗庄严，是了解中华祭祀文化的重要窗口。,,,,大禹陵祭祀大典,,,comprehensive,每年清明节前后,,,,,景点0007,,,大禹陵,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:大禹陵,,,,,,
,,,,,,,,书圣故里,,,,,,,,,,,,,,,,,,,,书圣故里最佳游览季,,,comprehensive,四季皆宜,,,,,景点0011,,,书圣故里,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:书圣故里,,,,,,
,,,,,,,,仓桥直街,,,,,,,,,,,,,,,,,,,,仓桥直街最佳游览季,,,comprehensive,四季皆宜,,,,,景点0012,,,仓桥直街,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:仓桥直街,,,,,,
,,,,,,,,八字桥,,,,,,,,,,,,,,,,,,,,八字桥最佳游览季,,,comprehensive,四季皆宜,,,,,景点0013,,,八字桥,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:八字桥,,,,,,
,,,,,,,,绍兴博物馆,,,,,,,,,,,,,,,,,,,,绍兴博物馆最佳游览季,,,comprehensive,四季皆宜,,,,,展馆0119,,,绍兴博物馆,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:绍兴博物馆,,,,,,
,,,,,,,,中国黄酒博物馆,,,,,,,,,,,,,,,,,,,,中国黄酒博物馆最佳游览季,,,comprehensive,四季皆宜,,,,,展馆0120,,,中国黄酒博物馆,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:中国黄酒博物馆,,,,,,
,,,,,,,,秋瑾故居,,,,,,,,,,,,,,,,,,,,秋瑾故居最佳游览季,,,comprehensive,四季皆宜,,,,,景点0014,,,秋瑾故居,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:秋瑾故居,,,,,,
,,,,,,,,周恩来祖居,,,,,,,,,,,,,,,,,,,,周恩来祖居最佳游览季,,,comprehensive,四季皆宜,,,,,景点0015,,,周恩来祖居,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:周恩来祖居,,,,,,
,,,,,,,,蔡元培故居,,,,,,,,,,,,,,,,,,,,蔡元培故居最佳游览季,,,comprehensive,四季皆宜,,,,,景点0016,,,蔡元培故居,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:蔡元培故居,,,,,,
,,,,,,,,青藤书屋,,,,,,,,,,,,,,,,,,,,青藤书屋最佳游览季,,,comprehensive,四季皆宜,,,,,景点0017,,,青藤书屋,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:青藤书屋,,,,,,
,,,,,,,,鲁迅外婆家,,,,,,,,,,,,,,,,,,,,鲁迅外婆家最佳游览季,,,comprehensive,春秋,,,,,景点0018,,,鲁迅外婆家,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:鲁迅外婆家,,,,,,
,,,,,,,,新昌大佛寺·禅意酒店,,,,,,,,,,,,,,,,,,,,新昌大佛寺最佳游览季,,,comprehensive,四季皆宜,,,,,景点0008,,,新昌大佛寺,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:新昌大佛寺,,,,,,
,,,,,,,,穿岩十九峰,,,,,,,,,,,,,,,,,,,,穿岩十九峰最佳游览季,,,comprehensive,春秋,,,,,景点0010,,,穿岩十九峰,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:穿岩十九峰,,,,,,
,,,,,,,,天姥山,,,,,,,,,,,,,,,,,,,,天姥山最佳游览季,,,comprehensive,春秋,,,,,景点0019,,,天姥山,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:天姥山,,,,,,
,,,,,,,,五泄风景区,,,,,,,,,,,,,,,,,,,,五泄风景区最佳游览季,,,comprehensive,夏秋,,,,,景点0009,,,五泄风景区,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:五泄风景区,,,,,,
,,,,,,,,西施故里,,,,,,,,,,,,,,,,,,,,西施故里最佳游览季,,,comprehensive,春秋,,,,,景点0020,,,西施故里,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:西施故里,,,,,,
,,,,,,,,覆卮山,,,,,,,,,,,,,,,,,,,,覆卮山最佳游览季,,,comprehensive,春,,,,,景点0021,,,覆卮山,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:覆卮山,,,,,,
,,,,,,,,曹娥庙,,,,,,,,,,,,,,,,,,,,曹娥庙最佳游览季,,,comprehensive,四季皆宜,,,,,景点0022,,,曹娥庙,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:曹娥庙,,,,,,
